apo NN B-movie.name
thi CD I-movie.name
  
i NNS O
wan VVP O
to TO O
fin VV O
inf NN O
abo IN O
the DT O
cas NN O
of IN O
apo NN B-movie.name
thi CD I-movie.name
  
sho VV O
me PP O
mor JJR O
inf NN O
abo IN O
the DT O
cas NN O
and CC O
cre NN O
of IN O
the DT O
mov NN O
apo NN B-movie.name
thi CD I-movie.name
  
wha WP O
act NNS O
wer VBD O
in IN O
dir JJ B-movie.name
dan NN I-movie.name
  
sho VV O
me PP O
the DT O
act NNS O
in IN O
cap NN B-movie.name
ame NN I-movie.name
  
sho VV O
me PP O
gil NP B-movie.name
's POS O
cre NNS O
  
i NP O
can MD O
't NP O
rem VV O
the DT O
lea JJ O
guy NN O
in IN O
the DT B-movie.name
ave NNS I-movie.name
  
sho NN O
cas VVD O
lis NN O
for IN O
the DT B-movie.name
ave NNS I-movie.name
  
who WP O
pla VVZ O
nem NN B-character.name
in IN O
fin VVG B-movie.name
nem NN I-movie.name
  
fin VV O
cas NN O
and CC O
cre NN O
for IN O
the DT O
mov NN O
fin VVG B-movie.name
nem NN I-movie.name
  
sho VV O
me PP O
the DT O
cas NN O
and CC O
cre NN O
for IN O
fin VVG B-movie.name
nem NN I-movie.name
  
sho VV O
me PP O
the DT O
cas NN O
of IN O
fin VVG B-movie.name
nem NN I-movie.name
  
who WP O
are VBP O
the DT O
mai JJ O
voi NNS O
in IN O
fin VVG B-movie.name
nem NN I-movie.name
  
who WP O
sta VVD O
in IN O
fin VVG B-movie.name
nem NN I-movie.name
  
who WP O
sta VVZ O
in IN O
fin VVG B-movie.name
nem NN I-movie.name
  
who WP O
was VBD O
the DT O
mai JJ O
cha NN O
in IN O
men NNS B-movie.name
in IN I-movie.name
bla JJ I-movie.name
3 CD I-movie.name
  
can NN O
i NNS O
see VVP O
the DT O
cre NNS O
for IN O
dir JJ B-movie.name
dan NN I-movie.name
  
cas VVN O
of IN O
dir JJ B-movie.name
dan NN I-movie.name
  
fin VV O
cas NN O
and CC O
cre NN O
for IN O
dir JJ B-movie.name
dan NN I-movie.name
  
sea NN O
cas NN O
and CC O
cre NN O
for IN O
dir JJ B-movie.name
dan NN I-movie.name
  
sea NN O
for IN O
the DT O
cas NN O
and CC O
cre NN O
for IN O
the DT O
mov NN O
dir JJ B-movie.name
dan NN I-movie.name
  
sho VV O
me PP O
the DT O
cas NN O
and CC O
lis NN O
for IN O
dir JJ B-movie.name
dan NN I-movie.name
  
who WP O
sta VVD O
in IN O
dir JJ B-movie.name
dan NN I-movie.name
  
who WP O
sta VVD O
in IN O
dir JJ B-movie.name
dan NN I-movie.name
  
who WP O
wer VBD O
the DT O
sta NNS O
of IN O
dir JJ B-movie.name
dan NN I-movie.name
  
who WP O
was VBD O
the DT O
mal JJ O
sta NN O
of IN O
tit JJ B-movie.name
  
who WP O
sta VVD O
in IN O
tax NN B-movie.name
  
who WP O
pla VVD O
in IN O
the DT B-movie.name
ora NNS I-movie.name
  
act NNS O
for IN O
lif NN B-movie.name
is VBZ I-movie.name
bea JJ I-movie.name
  
who WP O
are VBP O
the DT O
lea JJ O
act NNS O
in IN O
lif NN B-movie.name
is VBZ I-movie.name
bea JJ I-movie.name
  
fin VV O
the DT O
mal JJ O
act NN O
fro IN O
the DT O
mov NN O
bor VVN B-movie.name
fre JJ I-movie.name
  
act NN O
fro IN O
iro NN B-movie.name
man NN I-movie.name
  
sho NNS O
act NNS O
in IN O
sho NN B-movie.name
to TO I-movie.name
kil VV I-movie.name
  
whi WDT O
act NNS O
sta VVN O
in IN O
hit NN B-movie.name
  
who WP O
are VBP O
all RB O
of IN O
the DT O
act NNS O
in IN O
hit NN B-movie.name
  
who WP O
was VBD O
the DT O
lea JJ O
act NN O
in IN O
hit NN B-movie.name
  
who WP O
sta VVD O
in IN O
dar JJ B-movie.name
kni NN I-movie.name
ris VVG I-movie.name
  
who WP O
pla VVD O
nic NN B-character.name
fur NN I-character.name
in IN O
the DT B-movie.name
ave NNS I-movie.name
  
who WP O
was VBD O
the DT O
lea JJ O
act NN O
in IN O
the DT B-movie.name
ave NNS I-movie.name
  
wha WP O
was VBD O
the DT O
cas NN O
of IN O
bla JJ B-movie.name
swa NN I-movie.name
  
who WP O
act VVD O
in IN O
bla JJ B-movie.name
swa NN I-movie.name
  
who WP O
was VBD O
in IN O
bla JJ B-movie.name
swa NN I-movie.name
  
who WP O
was VBD O
the DT O
lea NN O
in IN O
bla JJ B-movie.name
swa NN I-movie.name
  
act NNS O
in IN O
sta NN B-movie.name
war NNS I-movie.name
fou CD I-movie.name
  
wha WP O
was VBD O
the DT O
act NN O
who WP O
pla VVD O
esm NN B-character.name
in IN O
twi NN B-movie.name
  
who WP O
pla VVD O
esm NN B-character.name
in IN O
twi NN B-movie.name
  
who WP O
sta VVD O
in IN O
the DT B-movie.name
par NN I-movie.name
tra NN I-movie.name
  
cas NN O
and CC O
cre NN O
for IN O
hit NN B-movie.name
  
cas NN O
and CC O
cre NN O
of IN O
hit NN B-movie.name
  
cas NN O
hit NN B-movie.name
  
hit NN B-movie.name
cre NN O
  
lis NN O
cas NN O
hit NN B-movie.name
  
sho VV O
me PP O
hit NN B-movie.name
's POS O
cas NN O
  
sho VV O
the DT O
cas NN O
of IN O
hit NN B-movie.name
  
wha WP O
act NNS O
app VVD O
in IN O
the DT O
mov NN O
hit NN B-movie.name
  
wha WP O
act NNS O
pla VVN O
in IN O
the DT O
mov NNS O
hit NN B-movie.name
  
wha WP O
was VBD O
the DT O
cas NN O
of IN O
hit NN B-movie.name
  
who WP O
sta VVD O
in IN O
hit NN B-movie.name
  
who WP O
sta VVD O
in IN O
the DT O
mov NN O
hit NN B-movie.name
  
who WP O
sta VVZ O
in IN O
hit NN B-movie.name
  
who WP O
was VBD O
in IN O
hit NN B-movie.name
  
who WP O
was VBD O
in IN O
the DT O
mov NN O
hit NN B-movie.name
  
who WP O
was VBD O
the DT O
sta NN O
in IN O
hit NN B-movie.name
  
voi NN O
act NN O
for IN O
hom NN B-character.name
sim NN I-character.name
  
who WP O
is VBZ O
in IN O
the DT O
mov NN O
two CD B-movie.name
can MD I-movie.name
pla VV I-movie.name
tha DT I-movie.name
gam NN I-movie.name
  
act NN O
fro IN O
gon VVN B-movie.name
wit IN I-movie.name
the DT I-movie.name
win NN I-movie.name
  
who WP O
are VBP O
the DT O
lea JJ O
act NNS O
in IN O
thi DT O
mov NN O
  
sho VV O
me PP O
inf NN O
on IN O
the DT O
cas NN O
and CC O
cre NN O
of IN O
pit NN B-movie.name
  
act NNS O
in IN O
hou NN B-movie.name
at IN I-movie.name
the DT I-movie.name
end NN I-movie.name
of IN I-movie.name
the DT I-movie.name
str NN I-movie.name
  
can MD O
i NNS O
see VV O
the DT O
cas NN O
and CC O
cre NN O
for IN O
hou NN B-movie.name
at IN I-movie.name
the DT I-movie.name
end NN I-movie.name
of IN I-movie.name
the DT I-movie.name
str NN I-movie.name
  
cas NN O
and CC O
cre NN O
for IN O
hou NN B-movie.name
at IN I-movie.name
the DT I-movie.name
end NN I-movie.name
of IN I-movie.name
the DT I-movie.name
str NN I-movie.name
  
cas NN O
and CC O
cre NN O
for IN O
the DT O
mov NN O
hou NN B-movie.name
at IN I-movie.name
the DT I-movie.name
end NN I-movie.name
of IN I-movie.name
the DT I-movie.name
str NN I-movie.name
  
who WP O
sta VVZ O
on IN O
the DT O
hou NN B-movie.name
at IN I-movie.name
the DT I-movie.name
end NN I-movie.name
of IN I-movie.name
the DT I-movie.name
str NN I-movie.name
  
who WP O
is VBZ O
in IN O
mov NN O
  
who WP O
is VBZ O
in IN O
mov NN O
  
who WP O
is VBZ O
in IN O
mov NN O
  
who WP O
act VVZ O
in IN O
for NN B-movie.name
  
who WP O
sta VVZ O
in IN O
for NN B-movie.name
  
who WP O
is VBZ O
the DT O
cas NN O
and CC O
cre NN O
for IN O
now RB B-movie.name
for NN I-movie.name
  
who WP O
was VBD O
in IN O
now RB B-movie.name
  
act NN O
fro IN O
mod JJ B-movie.name
fam NN I-movie.name
  
lis VV O
the DT O
act NNS O
in IN O
for NN B-movie.name
  
cas NN O
and CC O
cre NN O
of IN O
go NN B-movie.name
  
who WP O
sta VVD O
in RB O
go VV B-movie.name
  
who WP O
was VBD O
the DT O
lea JJ O
act NN O
in IN O
the DT B-movie.name
hun NN I-movie.name
gam NNS I-movie.name
  
sho NN O
cas VVD O
of IN O
mov NN O
req NN B-movie.name
  
wha WP O
is VBZ O
the DT O
cas NN O
in IN O
res JJ B-movie.name
evi JJ I-movie.name
ret NN I-movie.name
  
lis VV O
me PP O
the DT O
act NNS O
for IN O
top JJ B-movie.name
gun NN I-movie.name
  
who WP O
was VBD O
the DT B-character.name
tin NN I-character.name
man NN I-character.name
in IN O
wiz NN B-movie.name
of IN I-movie.name
oz NP I-movie.name
  
act NN O
in IN O
hum NN B-movie.name
tum NN I-movie.name
  
who WP O
was VBD O
the DT O
act NN O
in IN O
mov NN O
hum NN B-movie.name
tum NN I-movie.name
  
who WP O
is VBZ O
in IN O
bar NNS B-movie.name
  
who WP O
was VBD O
the DT O
lea JJ O
wom NN O
in IN O
the DT B-movie.name
sav NNS I-movie.name
  
fin VV O
the DT O
nam NN O
of IN O
the DT O
act NN O
who WP O
pla VVD O
jac NN B-character.name
in IN O
the DT O
mov NN O
tit JJ B-movie.name
  
the DT O
nam NN O
of IN O
the DT O
mal JJ O
lea NN O
in IN O
the DT O
mov NN O
tit JJ B-movie.name
  
wha WP O
is VBZ O
the DT O
nam NN O
of IN O
the DT O
lea JJ O
act NN O
in IN O
the DT O
tit JJ B-movie.name
  
sho VV O
me PP O
who WP O
pla VVD O
wha WP O
rol NN O
in IN O
go NN B-movie.name
  
i NP O
can MD O
rem VV O
the DT O
nam NN O
of IN O
the DT O
act NN O
in IN O
pre JJ B-movie.name
wom NNS I-movie.name
  
wha WP O
is VBZ O
the DT O
nam NN O
of IN O
the DT O
act NN O
who WP O
was VBD O
in IN O
the DT B-movie.name
par NN I-movie.name
tra NN I-movie.name
  
fin VV O
nam NN O
of IN O
mai JJ O
act NN O
in IN O
the DT O
mov NN O
the DT B-movie.name
hel NN I-movie.name
  
loo VVG O
for IN O
nam NNS O
of IN O
cre NN O
mem NNS O
of IN O
apo NN B-movie.name
thi CD I-movie.name
  
i NP O
can NN O
't NN O
fig NN O
out IN O
the DT O
nam NN O
of IN O
the DT O
lea JJ O
guy NN O
in IN O
the DT B-movie.name
ave NNS I-movie.name
  
wha WP O
wer VBD O
the DT O
nam NNS O
of IN O
the DT O
lad NNS O
in IN O
fac NNS I-movie.name
of IN I-movie.name
lif NN I-movie.name
  
how WRB O
old NN O
is VBZ O
ste JJ B-person.name
spi NN I-person.name
  
whe WRB O
ste JJ B-person.name
spi NN I-person.name
bor VVN O
  
wha WP O
is VBZ O
tom NN B-person.name
cru NN I-person.name
's POS O
bir NN O
  
whe WRB O
was VBD O
tom NN B-person.name
cru NN I-person.name
bor VVN O
  
whe WRB O
is VBZ O
wil NN B-person.name
fer NN I-person.name
's POS O
bir NN O
  
how WRB O
old NN O
is VBZ O
kri NN B-person.name
ste NN I-person.name
  
how WRB O
muc RB O
did VVD O
it PP O
cos VVD O
to TO O
pro VV O
the DT B-movie.name
dar JJ I-movie.name
nig NN I-movie.name
  
how WRB O
muc RB O
did VVD O
the DT B-movie.name
dar JJ I-movie.name
nig NN I-movie.name
cos NN O
to TO O
pro VV O
  
wha WP O
was VBD O
the DT B-movie.name
dar JJ I-movie.name
nig NN I-movie.name
bud NN O
  
the DT B-movie.name
god NN I-movie.name
's POS O
bud NN O
  
bud NN O
for IN O
the DT B-movie.name
bli JJ I-movie.name
sid NN I-movie.name
  
i NNS O
wan VVP O
to TO O
loo VV O
up RP O
the DT O
bud NN O
of IN O
fre NN B-movie.name
wri NNS I-movie.name
  
i NP O
wou MD O
lik VV O
to TO O
loo VV O
up RP O
the DT O
bud NN O
of IN O
fre NN B-movie.name
wri NNS I-movie.name
  
loo VV O
for IN O
the DT O
bud NN O
of IN O
fre NN B-movie.name
wri NNS I-movie.name
  
how WRB O
muc RB O
was VBD O
hun NN B-movie.name
gam NNS I-movie.name
mad VVN O
for IN O
  
how WRB O
muc RB O
was VBD O
the DT O
bud NN O
for IN O
the DT B-movie.name
hun NN I-movie.name
gam NNS I-movie.name
  
how WRB O
muc RB O
did VVD O
bla JJ B-movie.name
swa NN I-movie.name
cos NN O
  
how WRB O
muc RB O
did VVD O
hol NN O
pay NN O
for IN O
bla JJ B-movie.name
swa NN I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
bla JJ B-movie.name
swa NN I-movie.name
  
wha WP O
wer VBD O
pro NN O
cos NNS O
for IN O
bla JJ B-movie.name
swa NN I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
wro JJ B-movie.name
tur NN I-movie.name
  
sea NN O
for IN O
the DT O
bud NN O
of IN O
ste NN B-movie.name
up RB I-movie.name
  
bud NN O
for IN O
tit JJ B-movie.name
  
bud NN O
for IN O
tit JJ B-movie.name
  
bud NN O
for IN O
tit JJ B-movie.name
mov NN O
  
how WRB O
muc RB O
did VVD O
tit JJ B-movie.name
cos NN O
to TO O
mak VV O
  
how WRB O
muc RB O
was VBD O
the DT O
tot JJ O
bud NN O
for IN O
the DT O
tit JJ B-movie.name
  
wha WP O
was VBD O
tit JJ B-movie.name
's POS O
bud NN O
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
cou JJ B-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
fac VVG B-movie.name
the DT I-movie.name
gia NNS I-movie.name
  
bud NN O
of IN O
her NN B-movie.name
  
fin VVG O
the DT O
bug NN O
of IN O
her NN B-movie.name
  
loo VVG O
of IN O
mov NN O
her NN B-movie.name
's POS O
bud NN O
  
wha WP O
is VBZ O
the DT O
bug NN O
of IN O
mov NN O
her NN B-movie.name
  
how WRB O
muc RB O
did VVD O
it PP O
cos VVD O
to TO O
mak VV O
jur JJ B-movie.name
par NN I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
jur JJ B-movie.name
par NN I-movie.name
  
how WRB O
muc RB O
did VVD O
jam NNS B-director.name
cam NN I-director.name
hav VHP O
to TO O
spe VV O
to TO O
mak VV O
ava NN B-movie.name
  
ava NN B-movie.name
mus MD O
hav VH O
cos VVN O
a DT O
bun NN O
  
did VVD O
the DT O
ava NN B-movie.name
mov NN O
hav VHP O
a DT O
bud NN O
for IN O
spe NN O
  
get VV O
me PP O
inf NN O
on IN O
the DT O
bud NN O
for IN O
ava NN B-movie.name
  
how WRB O
muc RB O
did VVD O
it PP O
cos VVD O
to TO O
mak VV O
ava NN B-movie.name
  
how WRB O
muc RB O
did VVD O
the DT O
stu NN O
spe VVP O
to TO O
mak VV O
ava NN B-movie.name
  
how WRB O
muc JJ O
mon NN O
was VBD O
bud VVN O
for IN O
the DT O
ava NN B-movie.name
mov NN O
  
i NNS O
nee VVP O
to TO O
kno VV O
the DT O
bud NN O
of IN O
the DT O
mov NN O
ava NN B-movie.name
  
i NNS O
wan VVP O
to TO O
kno VV O
the DT O
ava NN B-movie.name
's POS O
bud NN O
  
lis VV O
the DT O
bud NN O
for IN O
ava NN B-movie.name
  
sho VV O
me PP O
wha WP O
was VBD O
the DT O
bud NN O
of IN O
the DT O
mov NN O
ava NN B-movie.name
  
wha WP O
did VVD O
the DT O
mov NN O
ava NN B-movie.name
cos NN O
to TO O
mak VV O
  
wha WP O
was VBD O
ava NN B-movie.name
's POS O
bud NN O
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
ava NN B-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
ava NN B-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
ava NN B-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
the DT O
mov NN O
ava NN B-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
of IN O
the DT O
mov NN O
ava NN B-movie.name
  
how WRB O
muc RB O
did VVD O
the DT O
mov NN O
ava NN B-movie.name
cos NN O
  
how WRB O
muc JJ O
mon NN O
was VBD O
spe VVN O
on IN O
bat NN B-movie.name
  
tel VV O
me PP O
the DT O
bud NN O
for IN O
the DT O
mov NN O
bat NN B-movie.name
  
how WRB O
muc RB O
did VVD O
bat NN B-movie.name
beg VVZ I-movie.name
cos NN O
  
how WRB O
muc RB O
was VBD O
it PP O
to TO O
mak VV O
the DT O
fil NN O
bat NN B-movie.name
beg VVZ I-movie.name
  
bud NN O
for IN O
the DT B-movie.name
ave NNS I-movie.name
  
how WRB O
muc RB O
did VVD O
it PP O
tak VVP O
to TO O
mak VV O
the DT B-movie.name
ave NNS I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
the DT B-movie.name
ave NNS I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
cit NN B-movie.name
kan NN I-movie.name
  
fin VV O
out IN O
the DT O
bud NN O
of IN O
cuj NN B-movie.name
  
bud NN O
for IN O
gon VVN B-movie.name
wit IN I-movie.name
the DT I-movie.name
win NN I-movie.name
  
gon VVN B-movie.name
wit IN I-movie.name
the DT I-movie.name
win NN I-movie.name
's POS O
bud NN O
inf NN O
ple RB O
  
gon VVN B-movie.name
wit IN I-movie.name
the DT I-movie.name
win NN I-movie.name
's POS O
bud NN O
  
sho VV O
me PP O
the DT O
bud NN O
for IN O
the DT O
mov NN O
  
bud NN O
for IN O
the DT O
hul NN B-movie.name
  
bud NN O
req NN O
for IN O
my PP$ B-movie.name
big JJ I-movie.name
fat JJ I-movie.name
gre NN I-movie.name
wed NN I-movie.name
  
fin VV O
the DT O
bud NN O
of IN O
my PP$ B-movie.name
big JJ I-movie.name
fat JJ I-movie.name
gre NN I-movie.name
wed NN I-movie.name
  
how WRB O
muc RB O
did VVD O
my PP$ B-movie.name
big JJ I-movie.name
fat JJ I-movie.name
gre NN I-movie.name
wed NN I-movie.name
cos NN O
  
wha WP O
was VBD O
the DT O
bud NN O
of IN O
my PP$ B-movie.name
big JJ I-movie.name
fat JJ I-movie.name
gre NN I-movie.name
wed NN I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
old JJ B-movie.name
sch NN I-movie.name
  
wha WP O
was VBD O
the DT B-movie.name
bou NN I-movie.name
ide NN I-movie.name
's POS O
bud NN O
  
how WRB O
muc RB O
did VVD O
it PP O
cos VVD O
to TO O
pro VV O
the DT B-movie.name
dee NN I-movie.name
hun NN I-movie.name
  
pro VV O
the DT O
cos NN O
for IN O
pro VVG O
the DT B-movie.name
dee NN I-movie.name
hun NN I-movie.name
  
wil MD O
you PP O
sho VV O
the DT O
cos NN O
to TO O
pro VV O
the DT B-movie.name
dee NN I-movie.name
hun NN I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
the DT B-movie.name
hob NN I-movie.name
  
can MD O
i NNS O
see VV O
wha WP O
the DT B-movie.name
lio NN I-movie.name
kin NN I-movie.name
's POS O
bud NN O
was VBD O
  
sho VV O
me PP O
the DT B-movie.name
lio NN I-movie.name
kin NN I-movie.name
's POS O
bud NN O
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
pas NN I-movie.name
of IN I-movie.name
the DT I-movie.name
chr NN I-movie.name
  
wha WP O
was VBD O
the DT O
bud NN O
for IN O
top JJ B-movie.name
gun NN I-movie.name
  
wha WP O
was VBD O
top JJ B-movie.name
gun NN I-movie.name
's POS O
bud NN O
  
who WP O
doe VVZ O
ell JJ B-actor.name
deg NNS I-actor.name
pla VVP O
in IN O
fin VVG B-movie.name
nem NN I-movie.name
  
wha WP O
cha NN O
did VVD O
tom NN B-actor.name
han NNS I-actor.name
pla VVP O
in IN O
apo NN B-movie.name
thi CD I-movie.name
  
lio NN B-movie.name
kin NN I-movie.name
cha NNS O
  
wha WP O
cha NN O
did VVD O
wil NN B-actor.name
smi NN I-actor.name
pla NN O
in IN O
hit NN B-movie.name
  
wha WP O
rol NN O
did VVD O
sar NN B-actor.name
pol NNS I-actor.name
pla VVP O
in RB O
go VV B-movie.name
  
wha WP O
was VBD O
kev NN B-actor.name
jam NNS I-actor.name
rol NN O
in IN O
hit NN B-movie.name
  
who WP O
dir VVD O
the DT O
mus NN O
in IN O
gon VVN B-movie.name
wit IN I-movie.name
the DT I-movie.name
win NN I-movie.name
  
sho VV O
me PP O
the DT O
mus NN O
com NN O
for IN O
the DT O
mov NN O
  
who WP O
dir VVD O
the DT O
mus JJ O
sco NN O
in IN O
bar NNS B-movie.name
  
how WRB O
man JJ O
fil NNS O
did VVD O
ed NN B-actor.name
har NNS I-actor.name
do VVP O
wit IN O
tom NN B-actor.name
han NNS I-actor.name
  
how WRB O
man JJ O
mov NNS O
wer VBD O
rel VVN O
on IN O
nin CD B-movie.release_date
twe CD I-movie.release_date
eig CD I-movie.release_date
twe NN I-movie.release_date
  
how WRB O
man JJ O
mov NNS O
wer VBD O
fil VVN O
in IN O
asi NN B-movie.location
  
how WRB O
man JJ O
fil NNS O
dir VVN O
by IN O
bar NN B-director.name
str NN I-director.name
hav VHP O
bee VBN O
sho VVN O
in IN O
the DT O
cze NN B-movie.location
rep NN I-movie.location
  
how WRB O
man JJ O
mov NNS O
has VHZ O
alb NN B-producer.name
rud JJ I-producer.name
pro VVD O
  
how WRB O
man JJ O
mov NNS O
has VHZ O
lio RB B-producer.name
don VVN O
  
how WRB O
man JJ O
mov NNS O
did VVD O
ric NN B-director.name
les NN I-director.name
dir JJ O
  
how WRB O
man JJ O
fil NNS O
